# Connected direct-unary source evidence consolidated from all three predecessor owners.
# source_path	status	owner	evidence_artifact	note
pkg/store/copr/coprocessor.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-distsql/src/cop_paging/direct_unary_query_transport.rs	The direct-unary path derives region epoch, leader peer/store/address, raw peer role and witness state, and nonzero cluster identity from the shared RegionCache before constructing the exact coprocessor.Request. Unsupported shapes fail before PD I/O and dispatch stays lazy. A response-owned loop consumes a failed attempt exactly once, applies typed RegionCache recovery, shares one per-region budget across sender and outer RegionMiss backoff, resends a known leader, and rebuilds only the failed task 1:N in logical order while preserving successful pages, paging size, EMA, cache state, and later prepared tasks. Cancellation is checked before retry mutation, sleep, PD lookup, and dispatch; locks, active in-flight RPC cancellation, TLS, rate limiting, TiFlash, and async dispatch remain open.
pkg/store/copr/coprocessor_cache.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-distsql/src/copr_cache.rs	The bounded cache authority preserves key construction, disabling, admission, retained exact-key validation, Get and Set, response fields 7/8/9, hit restoration, miss insertion, and absent versus present-empty paging ranges; no live TiKV RPC invokes it, and Ristretto sampled-LFU, asynchronous visibility, aliasing, eviction metrics, and non-finite conversion parity remain open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/copr/ema.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-distsql/src/read_bytes_ema.rs	EMA math and concurrency connect to classic and next-generation response-byte extraction plus successful-page observation; the coordinator and all CopPagingState continuations share one Arc<ReadBytesEma> rather than copying independent estimators. Non-finite and out-of-range Go float-to-uint64 conversion remains open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/copr/key_ranges.go	COVERED	distsql-unary-region-retry-runtime	rust/crates/tidb-txnkv/src/key_ranges.rs	Complete first-middle-last representation, slicing, splitting, traversal, reset, formatting, safe protobuf conversion, and live retry/remain consumption execute without Go unsafe aliases. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/copr/region_cache.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-txnkv/src/region/cache.rs	A loader-backed RegionCache is the sole direct-unary topology authority. It walks half-open ranges with exact successor boundaries and forward progress, rejects malformed or discontinuous loader output before insertion, deduplicates overlapping inputs, reuses cached snapshots, preserves logical key bytes, and invalidates only an exact RegionVerId after a region error. The integrated PD loader filters removed stores and preserves unknown role discriminants; TTL, buckets, liveness refresh, failover, retries/backoff, lock resolution, panic diagnostics, and production concurrency remain open.
pkg/store/copr/store.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-txnkv/src/client.rs	Exact TiKV/TiFlash/TiDB/TiFlashCompute endpoint discriminants and the disaggregated TiFlash mapping execute as pure request metadata. Store/client construction, atomic replica seed ownership, network error conversion at SendRequest, sockets/gRPC, live endpoints, and Close remain open. The KV-layer DirectUnaryClient owns the client-go-shaped address, immutable encoded request, timeout, raw response, and transport-error boundary without depending upward on DistSQL.
pkg/store/driver/backoff/backoff.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-txnkv/src/client.rs	BackoffMetadata retains maximum sleep and exposes exact per-type count, per-type observed sleep, and total observed sleep maps without inventing timing side effects. Context/variables, client-go Backoffer wrapping, error conversion, sleeping, retry limits, TxnLockFast caps, and scheduling remain open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/driver/options/options.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-txnkv/src/client.rs	All seven TiDB replica-read discriminants map exactly to client-go, including both closest modes becoming mixed and unknown values returning leader zero. No live replica selector, seed, store labels, retry fallback, or RegionCache is claimed. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/store/driver/tikv_driver.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-txnkv/src/client.rs	Driver defaults are cloned before exact replacement options, PD dial-option metadata preserves max receive size, keepalives, timeout, forwarding, and metrics labels, and SourceStmt trace injection is a nil no-op that preserves unrelated fields. Global hooks/config mutation, client delegation, path parsing, PD/TLS/keyspace setup, store cache/lifecycle, safe point, RPC client, latches side effects, and network behavior remain open. Trace injection and client metadata now feed the KV-owned injected unary capability; sockets, gRPC pools, PD, TLS, cancellation, and Close remain external.
pkg/distsql/distsql.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-distsql/src/cop_paging/direct_unary_query_transport.rs	SelectWithRuntimeStats binds built key ranges through the shared RegionCache, selects each PD-declared leader, prepares checked logical tasks from that discovered topology, and returns one lazy QueryResponse that dispatches to TiKV only when pulled. QueryResultContext and QuerySelectResult retain field layout, warning handling, ordered raw subsets, runtime metadata, and close ownership. Select, Analyze, Checksum, follower/stale reads, TiFlash, production client discovery, retries, cancellation, memory accounting, asynchronous production, and full runtime-stat formatting remain fail-closed or external.
pkg/distsql/select_result.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-distsql/src/query_runtime/query_response.rs	QuerySelectResult is the raw response and lifecycle owner: a raw pull removes exactly that subset, and consuming Select conversion transfers the remaining owner and feeds each remaining QueryResultSubset's data plus same-pull runtime metadata into the existing SelectResponseIter once. The decoder validates response errors and intermediate layout, preserves coded TiKV warnings, lazily decodes final then reverse-priority intermediate channels, materializes source-proven TypeDefault and TypeChunk scalar rows, and merges runtime data only from the subset that carried it. ResponseChannel is only a deterministic QueryResponse adapter; open pending, first source error, order, natural exhaustion, and idempotent explicit close stay distinct. Concrete blocking TiKV transport, response-close errors, simultaneous subset-plus-error stats, temporal/timezone Datum materialization, CHBlock, full cop runtime detail/telemetry, memory accounting, a production table reader, and sorted heap merging remain open. The lazy unary response transfers once into the existing decoder, preserves logical-task order and close, and emits only fully accepted SelectResponse bytes.
pkg/executor/distsql.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-exec/src/storage_reader/table_index_reader.rs	The existing lack_handles leaf remains executable after ownership consolidation, and the IndexReader post-lowering lifecycle now consumes already-built requests through the canonical injected query runtime: Open transfers every response once, ordered Next forwards its remaining caller row budget through serial/select/query response owners, and explicit or RAII Close releases every opened response exactly once. Physical-plan/DAG/range construction, KV handle encoding, lookup workers, consistency reporting, sorted merging, response-close errors, and concrete storage remain open. The predecessor evidence remains intact under the connected successor; injected unary dispatch does not claim the still-open live networking, discovery, retry, or broader subsystem gaps.
pkg/executor/table_reader.go	PARTIAL	distsql-unary-region-retry-runtime	rust/crates/tidb-exec/tests/direct_unary_table_index_reader_source.rs	The TableReader post-lowering lifecycle now owns ordered already-built requests, one-way raw-response-to-decoder transfer, remaining-budget row pulls, partial-open cleanup, idempotent explicit and RAII close, and structural Table/Index dummy-reader identity with zero transport sends. DAG/range construction, correlated columns, signed/unsigned range splitting, partitions, TiFlash batch/MPP, virtual columns, memory/index-usage accounting, sorted merging, UnionScan materialization, and concrete transport remain open. Both Table and Index reader identities now open the lazy direct-unary response, preserve remaining-row budgets at the decoder boundary, and stop unsent attempts on close; physical lowering and live TiKV remain external.
